file	start	end	text	baseline_candidates	baseline_candidate_terms	baseline_candidate_ttys	safe_ingredient_rxcui	safe_ingredient_term	ingredient_resolution_source	ingredient_conflict	multi_ingredient	has_explicit_strength	strength_low	strength_high	strength_unit	is_strength_range	route	dose_form	explicit_brand	probe_1_candidate	probe_2_candidate	probe_3_candidates
84	1291	1309	Ceftriaxone 1 gram	1665020	ceftriaxone 1000 mg	SCDC|TMSY	2193	ceftriaxone	lexical+baseline	False	False	True	1	1	g	False			False	2193	2193	1665020|2193
84	1333	1347	Tylenol 1 gram	993837	acetaminophen 300 mg / codeine phosphate 30 mg oral tablet [tylenol with codeine]	PSN|SBD|SY				False	True	True	1	1	g	False			True	993837	993837	993837
85	275	280	BiPAP	215777	bupap	BN				False	False	False				False			False	215777	215777	215777
87	847	857	vancomycin	11124	vancomycin	IN	11124	vancomycin	lexical+baseline	False	False	False				False			False	11124	11124	11124
87	943	963	kháng sinh tĩnh mạch	852617	karaya gum extract	IN	852617	karaya gum extract	baseline_term	False	False	False				False	iv		False	852617	852617	852617
88	360	369	methadone	6813	methadone	IN	6813	methadone	lexical+baseline	False	False	False				False			False	6813	6813	6813
88	383	388	lasix	202991	lasix	BN				False	False	False				False			True	202991	202991	202991
88	604	609	Lasix	202991	lasix	BN				False	False	False				False			True	202991	202991	202991
88	664	669	lasix	202991	lasix	BN				False	False	False				False			True	202991	202991	202991
89	206	216	octreotide	7617	octreotide	IN	7617	octreotide	lexical+baseline	False	False	False				False			False	7617	7617	7617
89	223	229	flagyl	202866	flagyl	BN				False	False	False				False			True	202866	202866	202866
89	671	695	Clostridioides difficile	1534764	clostridium difficile	IN|SY	1534764	clostridium difficile	lexical+baseline	False	False	False				False			False	1534764	1534764	1534764
89	742	748	flagyl	202866	flagyl	BN				False	False	False				False			True	202866	202866	202866
91	401	420	coumadin 3.0 mg /ng	331762	coumarin 0.1 mg/mg	SCDC	2898	coumarin	baseline_term	False	False	True	3.0	3.0	mg	False			True	331762	2898	331762|2898
91	1130	1137	heparin	5224	heparin	IN	5224	heparin	lexical+baseline	False	False	False				False			False	5224	5224	5224
91	1145	1149	tĩnh	10603	tin	IN	10603	tin	baseline_term	False	False	False				False			False	10603	10603	10603
93	368	372	talc	10323	talc	IN	10323	talc	lexical+baseline	False	False	False				False			False	10323	10323	10323
94	105	110	taxol	196466	taxol	BN				False	False	False				False			True	196466	196466	196466
94	114	125	fulvestrant	282357	fulvestrant	IN	282357	fulvestrant	lexical+baseline	False	False	False				False			False	282357	282357	282357
94	764	773	compazine	203546	compazine	BN				False	False	False				False			True	203546	203546	203546
94	777	787	alevenhưng	215098	alesse	BN				False	False	False				False			False	215098	215098	215098
94	812	824	morphineoral	7052	morphine	IN	7052	morphine	baseline_term	False	False	False				False			False	7052	7052	7052
94	829	838	lorazepam	6470	lorazepam	IN|TMSY	6470	lorazepam	lexical+baseline	False	False	False				False			False	6470	6470	6470
96	241	246	zosyn	74170	zosyn	BN				False	False	False				False			True	74170	74170	74170
96	321	328	bactrim	151399	bactrim	BN				False	False	False				False			True	151399	151399	151399
96	546	551	zosyn	74170	zosyn	BN				False	False	False				False			True	74170	74170	74170
96	551	558	bactrim	151399	bactrim	BN				False	False	False				False			True	151399	151399	151399
96	604	609	zosyn	74170	zosyn	BN				False	False	False				False			True	74170	74170	74170
96	1583	1601	Kháng sinh Cefepim	2282002	cefenil	BN				False	False	False				False			False	2282002	2282002	2282002
96	1605	1615	Vancomycin	11124	vancomycin	IN	11124	vancomycin	lexical+baseline	False	False	False				False			False	11124	11124	11124
100	996	1009	nitroglycerin	4917	nitroglycerin	IN|SY	4917	nitroglycerin	lexical+baseline	False	False	False				False			False	4917	4917	4917
100	1260	1270	creatinine	2913	creatinine	IN	2913	creatinine	lexical+baseline	False	False	False				False			False	2913	2913	2913
