file	entity_text	position	current_candidates	multi_score	local_support	top_local_icd_alternatives	section	reason
85	bệnh mạch máu ngoại biên	168-192	I73	7	multiple_sibling_or_alternate	"[{""id"": ""I73"", ""sim"": 1.0, ""name"": ""Bệnh mạch máu ngoại biên""}, {""id"": ""I73.8"", ""sim"": 0.92, ""name"": ""Bệnh mạch máu ngoại biên xác định khác""}, {""id"": ""I73.9"", ""sim"": 0.92, ""name"": ""Bệnh mạch máu ngoại biên, không đặc hiệu""}, {""id"": ""I792*"", ""sim"": 0.7, ""name"": ""Bệnh lý mạch máu ngoại biên trong bệnh phân loại nơi khác""}, {""id"": ""E10.5"", ""sim"": 0.56, ""name"": ""Bệnh đái tháo đường phụ thuộc insuline (Có biến chứng mạch máu ngoại vi)""}]"	-	multiple_sibling_or_alternate
9	u cơ trơn tử cung	39-56	D25	7	unspecified_plus_specified	"[{""id"": ""D25"", ""sim"": 1.0, ""name"": ""U cơ trơn tử cung""}, {""id"": ""D25.9"", ""sim"": 0.92, ""name"": ""U cơ trơn tử cung, không đặc hiệu""}, {""id"": ""D25.0"", ""sim"": 0.7, ""name"": ""U cơ trơn dưới niêm mạc tử cung""}, {""id"": ""D25.1"", ""sim"": 0.7, ""name"": ""U cơ trơn trong vách tử cung""}, {""id"": ""D25.2"", ""sim"": 0.7, ""name"": ""U cơ trơn dưới thanh mạc tử cung""}]"	Bệnh lý mãn tính:	unspecified_plus_specified
9	u cơ trơn tử cung, không đặc hiệu	39-72	D25.9	7	parent_child_alternatives	"[{""id"": ""D25.9"", ""sim"": 1.0, ""name"": ""U cơ trơn tử cung, không đặc hiệu""}, {""id"": ""D25"", ""sim"": 0.92, ""name"": ""U cơ trơn tử cung""}]"	Bệnh lý mãn tính:	parent_child_alternatives
96	viêm tủy	18-26	K04.0	7	multiple_sibling_or_alternate	"[{""id"": ""K04.0"", ""sim"": 1.0, ""name"": ""Viêm tủy""}, {""id"": ""G04"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não-tủy""}, {""id"": ""G04.2"", ""sim"": 0.92, ""name"": ""Viêm não - màng não và viêm tủy - màng tủy do vi khuẩn, không phân loại ở mục khác""}, {""id"": ""G04.8"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não - tủy khác""}, {""id"": ""G04.9"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não-tủy, không biệt định""}]"	-	multiple_sibling_or_alternate
96	liệt hai chi dưới	81-98	G82.1	7	parent_child_alternatives	"[{""id"": ""G82.2"", ""sim"": 0.92, ""name"": ""Liệt hai chi dưới, không đặc hiệu""}, {""id"": ""G82.0"", ""sim"": 0.7, ""name"": ""Liệt mềm hai chi dưới""}, {""id"": ""G82.1"", ""sim"": 0.7, ""name"": ""Liệt cứng hai chi dưới""}]"	- viêm tủy xương mãn tính và bàng quang thần kinh gây biến chứng	parent_child_alternatives
96	viêm tủy	655-663	K04.0	7	multiple_sibling_or_alternate	"[{""id"": ""K04.0"", ""sim"": 1.0, ""name"": ""Viêm tủy""}, {""id"": ""G04"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não-tủy""}, {""id"": ""G04.2"", ""sim"": 0.92, ""name"": ""Viêm não - màng não và viêm tủy - màng tủy do vi khuẩn, không phân loại ở mục khác""}, {""id"": ""G04.8"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não - tủy khác""}, {""id"": ""G04.9"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não-tủy, không biệt định""}]"	Lý do nhập viện: sốt cao	multiple_sibling_or_alternate
96	viêm tủy	1511-1519	K04.0	7	multiple_sibling_or_alternate	"[{""id"": ""K04.0"", ""sim"": 1.0, ""name"": ""Viêm tủy""}, {""id"": ""G04"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não-tủy""}, {""id"": ""G04.2"", ""sim"": 0.92, ""name"": ""Viêm não - màng não và viêm tủy - màng tủy do vi khuẩn, không phân loại ở mục khác""}, {""id"": ""G04.8"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não - tủy khác""}, {""id"": ""G04.9"", ""sim"": 0.92, ""name"": ""Viêm não, viêm tủy và viêm não-tủy, không biệt định""}]"	Chẩn đoán: nhiễm trùng huyết đường vào tiết niệu-	multiple_sibling_or_alternate
97	liệt hai chi dưới	105-122	G82.1	7	parent_child_alternatives	"[{""id"": ""G82.2"", ""sim"": 0.92, ""name"": ""Liệt hai chi dưới, không đặc hiệu""}, {""id"": ""G82.0"", ""sim"": 0.7, ""name"": ""Liệt mềm hai chi dưới""}, {""id"": ""G82.1"", ""sim"": 0.7, ""name"": ""Liệt cứng hai chi dưới""}]"	Các bệnh lý mãn tính: viêm tủy xương và bàng quang thần kinh có biến chứng	parent_child_alternatives
95	bụng mềm	578-586	R19.3	6	parent_child_alternatives	"[{""id"": ""C49.4"", ""sim"": 0.7, ""name"": ""U ác của mô liên kết và mô mềm của bụng""}, {""id"": ""D21.4"", ""sim"": 0.7, ""name"": ""U lành mô liên kết và mô mềm khác của bụng""}]"	Khám	parent_child_alternatives
1	viêm tuyến mồ hôi	98-115	K11.2	5	parent_child_alternatives	"[{""id"": ""L73.2"", ""sim"": 0.92, ""name"": ""Viêm tuyến mồ hôi mủ (nhọt ổ gà)""}]"	- doxycycline cho	parent_child_alternatives
100	Xơ vữa động mạch	181-197	I70	5	multiple_sibling_or_alternate	"[{""id"": ""I70"", ""sim"": 1.0, ""name"": ""Xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I25.1"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I67.2"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch não""}, {""id"": ""I70.0"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch chủ""}]"	-	multiple_sibling_or_alternate
11	bệnh gút không đặc hiệu	77-100	M10.9	5	parent_child_alternatives	"[{""id"": ""M10.9"", ""sim"": 1.0, ""name"": ""Bệnh Gút không đặc hiệu""}, {""id"": ""A00.9"", ""sim"": 0.56, ""name"": ""Bệnh tả, không đặc hiệu""}, {""id"": ""A03.9"", ""sim"": 0.56, ""name"": ""Bệnh lỵ trực khuẩn, không đặc hiệu""}, {""id"": ""A37.9"", ""sim"": 0.56, ""name"": ""Bệnh ho gà, không đặc hiệu""}, {""id"": ""A42.9"", ""sim"": 0.56, ""name"": ""Bệnh do actinomyces, không đặc hiệu""}]"	-	parent_child_alternatives
16	hạ huyết áp, không đặc hiệu	1732-1759	I95.9	5	parent_child_alternatives	"[{""id"": ""I95.9"", ""sim"": 1.0, ""name"": ""Hạ huyết áp, không đặc hiệu""}, {""id"": ""I13.9"", ""sim"": 0.5833, ""name"": ""Bệnh tim và thận do tăng huyết áp, không đặc hiệu""}]"	-	parent_child_alternatives
2	sử dụng rượu	121-133	Z72.1	5	multiple_sibling_or_alternate	"[{""id"": ""Z72.1"", ""sim"": 1.0, ""name"": ""Sử dụng rượu""}, {""id"": ""F10"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng rượu""}, {""id"": ""F10.0"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng rượu (Nhiễm độc cấp)""}, {""id"": ""F10.1"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng rượu (Sử dụng gây hại)""}, {""id"": ""F10.2"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng rượu (Hội chứng nghiện)""}]"	Các yếu tố nguy cơ liên quan: Có tiền sử	multiple_sibling_or_alternate
20	bệnh tim mạch do xơ vữa động mạch	104-137	I25.1	5	multiple_sibling_or_alternate	"[{""id"": ""I25.1"", ""sim"": 1.0, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I70"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch""}]"	-	multiple_sibling_or_alternate
20	gãy cổ xương đùi	651-667	S72.0	5	multiple_sibling_or_alternate	"[{""id"": ""S72.0"", ""sim"": 1.0, ""name"": ""Gãy cổ xương đùi""}, {""id"": ""S72.00"", ""sim"": 0.92, ""name"": ""Gãy cổ xương đùi, gãy kín""}, {""id"": ""S72.01"", ""sim"": 0.92, ""name"": ""Gãy cổ xương đùi, gãy hở""}, {""id"": ""S12"", ""sim"": 0.75, ""name"": ""Gãy cổ""}]"	Lý do nhập viện: ngã với	multiple_sibling_or_alternate
20	gãy cổ xương đùi	898-914	S72.0	5	multiple_sibling_or_alternate	"[{""id"": ""S72.0"", ""sim"": 1.0, ""name"": ""Gãy cổ xương đùi""}, {""id"": ""S72.00"", ""sim"": 0.92, ""name"": ""Gãy cổ xương đùi, gãy kín""}, {""id"": ""S72.01"", ""sim"": 0.92, ""name"": ""Gãy cổ xương đùi, gãy hở""}, {""id"": ""S12"", ""sim"": 0.75, ""name"": ""Gãy cổ""}]"	- Phát hiện có	multiple_sibling_or_alternate
20	hở van ba lá	2422-2434	I07.1	5	multiple_sibling_or_alternate	"[{""id"": ""I07.1"", ""sim"": 1.0, ""name"": ""Hở van ba lá""}, {""id"": ""I07.2"", ""sim"": 0.92, ""name"": ""Hẹp hở van ba lá""}, {""id"": ""I36.2"", ""sim"": 0.92, ""name"": ""Hẹp kèm hở van ba lá không do thấp""}]"	- chụp x-quang ngực: mức nước-khí	multiple_sibling_or_alternate
20	gãy cổ xương đùi	2538-2554	S72.0	5	multiple_sibling_or_alternate	"[{""id"": ""S72.0"", ""sim"": 1.0, ""name"": ""Gãy cổ xương đùi""}, {""id"": ""S72.00"", ""sim"": 0.92, ""name"": ""Gãy cổ xương đùi, gãy kín""}, {""id"": ""S72.01"", ""sim"": 0.92, ""name"": ""Gãy cổ xương đùi, gãy hở""}, {""id"": ""S12"", ""sim"": 0.75, ""name"": ""Gãy cổ""}]"	- Gãy xương hông phải:	multiple_sibling_or_alternate
21	sử dụng thuốc lá	339-355	Z72.0	5	multiple_sibling_or_alternate	"[{""id"": ""Z72.0"", ""sim"": 1.0, ""name"": ""Sử dụng thuốc lá""}, {""id"": ""F17"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng thuốc lá""}, {""id"": ""F17.0"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng thuốc lá (Nhiễm độc cấp)""}, {""id"": ""F17.1"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng thuốc lá (Sử dụng gây hại)""}, {""id"": ""F17.2"", ""sim"": 0.92, ""name"": ""Rối loạn tâm thần và hành vi do sử dụng thuốc lá (Hội chứng nghiện)""}]"	Các yếu tố nguy cơ liên quan: Sử dụng	multiple_sibling_or_alternate
23	Bệnh tim mạch do xơ vữa động mạch	21-54	I25.1	5	multiple_sibling_or_alternate	"[{""id"": ""I25.1"", ""sim"": 1.0, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I70"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch""}]"	1.  Tiền sử bệnh lý	multiple_sibling_or_alternate
23	mất định hướng	1376-1390	R41.0	5	parent_child_alternatives	"[{""id"": ""R41.0"", ""sim"": 0.92, ""name"": ""Mất định hướng, không đặc hiệu""}]"	Người nhà nhận thấy bệnh nhân có biểu hiện bất thường,	parent_child_alternatives
23	mất định hướng	2360-2374	R41.0	5	parent_child_alternatives	"[{""id"": ""R41.0"", ""sim"": 0.92, ""name"": ""Mất định hướng, không đặc hiệu""}]"	Có ghi nhận giai đoạn	parent_child_alternatives
28	rối loạn cảm xúc lưỡng cực	188-214	F31	5	multiple_sibling_or_alternate	"[{""id"": ""F31"", ""sim"": 1.0, ""name"": ""Rối loạn cảm xúc lưỡng cực""}, {""id"": ""F31.0"", ""sim"": 0.92, ""name"": ""Rối loạn cảm xúc lưỡng cực, hiện tại giai đoạn hưng cảm nhẹ""}, {""id"": ""F31.1"", ""sim"": 0.92, ""name"": ""Rối loạn cảm xúc lưỡng cực, hiện tại giai đoạn hưng cảm không có các triệu chứng loạn thần""}, {""id"": ""F31.2"", ""sim"": 0.92, ""name"": ""Rối loạn cảm xúc lưỡng cực, hiện tại giai đoạn hưng cảm có các triệu chứng loạn thần""}, {""id"": ""F31.3"", ""sim"": 0.92, ""name"": ""Rối loạn cảm xúc lưỡng cực, hiện tại giai đoạn trầm cảm nhẹ hoặc trung bình""}]"	-	multiple_sibling_or_alternate
28	sỏi mật	2107-2114	K80	5	multiple_sibling_or_alternate	"[{""id"": ""K80"", ""sim"": 1.0, ""name"": ""Sỏi mật""}, {""id"": ""K80.5"", ""sim"": 0.75, ""name"": ""Sỏi mật không viêm đường mật hay viêm túi mật""}, {""id"": ""K80.8"", ""sim"": 0.75, ""name"": ""Sỏi mật khác""}, {""id"": ""K80.0"", ""sim"": 0.7, ""name"": ""Sỏi túi mật có viêm túi mật cấp""}, {""id"": ""K80.1"", ""sim"": 0.7, ""name"": ""Sỏi túi mật có viêm túi mật khác""}]"	- siêu âm vùng gan mật cho thấy	multiple_sibling_or_alternate
28	viêm túi mật	2130-2142	K81	5	multiple_sibling_or_alternate	"[{""id"": ""K81"", ""sim"": 1.0, ""name"": ""Viêm túi mật""}, {""id"": ""K80.0"", ""sim"": 0.92, ""name"": ""Sỏi túi mật có viêm túi mật cấp""}, {""id"": ""K80.1"", ""sim"": 0.92, ""name"": ""Sỏi túi mật có viêm túi mật khác""}, {""id"": ""K80.2"", ""sim"": 0.92, ""name"": ""Sỏi túi mật không có viêm túi mật""}, {""id"": ""K80.4"", ""sim"": 0.92, ""name"": ""Sỏi đường mật có viêm túi mật""}]"	- siêu âm vùng gan mật cho thấy sỏi mật nhưng không có	multiple_sibling_or_alternate
28	viêm túi mật cấp	2347-2363	K81.0	5	multiple_sibling_or_alternate	"[{""id"": ""K81.0"", ""sim"": 1.0, ""name"": ""Viêm túi mật cấp""}, {""id"": ""K80.0"", ""sim"": 0.92, ""name"": ""Sỏi túi mật có viêm túi mật cấp""}, {""id"": ""K81"", ""sim"": 0.92, ""name"": ""Viêm túi mật""}]"	- chụp ct bụng chậu là chưa phát hiện bất thường (lần nhập viện trước)	multiple_sibling_or_alternate
28	viêm túi mật cấp	2406-2422	K81.0	5	multiple_sibling_or_alternate	"[{""id"": ""K81.0"", ""sim"": 1.0, ""name"": ""Viêm túi mật cấp""}, {""id"": ""K80.0"", ""sim"": 0.92, ""name"": ""Sỏi túi mật có viêm túi mật cấp""}, {""id"": ""K81"", ""sim"": 0.92, ""name"": ""Viêm túi mật""}]"	Các phát hiện chẩn đoán khác: lo ngại	multiple_sibling_or_alternate
3	bệnh tim mạch do xơ vữa động mạch	217-250	I25.1	5	multiple_sibling_or_alternate	"[{""id"": ""I25.1"", ""sim"": 1.0, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I70"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch""}]"	-	multiple_sibling_or_alternate
30	tăng cholesterol máu đơn thuần	95-125	E78.0	5	parent_child_alternatives	"[{""id"": ""E78.0"", ""sim"": 1.0, ""name"": ""Tăng cholesterol máu đơn thuần""}, {""id"": ""R05"", ""sim"": 0.75, ""name"": ""Ho""}, {""id"": ""E78.1"", ""sim"": 0.56, ""name"": ""Tăng triglycerid máu đơn thuần""}]"	-	parent_child_alternatives
30	hoang tưởng/lo sợ	1131-1148	F40	5	parent_child_alternatives	"[{""id"": ""R05"", ""sim"": 0.75, ""name"": ""Ho""}]"	Bệnh nhân thường	parent_child_alternatives
32	khò khè	1382-1389	R29.4	5	parent_child_alternatives	"[{""id"": ""R06.2"", ""sim"": 0.75, ""name"": ""Thở khò khè""}]"	Sáng ngày nhập viện, bệnh nhân xuất hiện	parent_child_alternatives
32	khò khè	1875-1882	R29.4	5	parent_child_alternatives	"[{""id"": ""R06.2"", ""sim"": 0.75, ""name"": ""Thở khò khè""}]"	Bệnh nhân xuất hiện ho và	parent_child_alternatives
33	ngừng thở khi ngủ	113-130	G47.3	5	multiple_sibling_or_alternate	"[{""id"": ""G47.3"", ""sim"": 1.0, ""name"": ""Ngừng thở khi ngủ""}, {""id"": ""P28.3"", ""sim"": 0.92, ""name"": ""Ngừng thở khi ngủ nguyên phát của trẻ sơ sinh""}, {""id"": ""R09.2"", ""sim"": 0.92, ""name"": ""Ngừng thở""}]"	-	multiple_sibling_or_alternate
35	tăng lipid máu, không đặc hiệu	133-163	E78.5	5	parent_child_alternatives	"[{""id"": ""E78.5"", ""sim"": 1.0, ""name"": ""Tăng lipid máu, không đặc hiệu""}]"	-	parent_child_alternatives
35	hẹp ống sống	197-209	M48.0	5	multiple_sibling_or_alternate	"[{""id"": ""M48.0"", ""sim"": 1.0, ""name"": ""Hẹp ống sống""}, {""id"": ""M99.2"", ""sim"": 0.92, ""name"": ""Hẹp ống sống do bán trật khớp""}, {""id"": ""M99.3"", ""sim"": 0.92, ""name"": ""Hẹp ống sống do tổn thương xương""}, {""id"": ""M99.4"", ""sim"": 0.92, ""name"": ""Hẹp ống sống do tổn thương mô liên kết""}, {""id"": ""M99.5"", ""sim"": 0.92, ""name"": ""Hẹp ống sống do tổn thương đĩa gian đốt""}]"	-	multiple_sibling_or_alternate
38	bệnh tim mạch do xơ vữa động mạch	75-108	I25.1	5	multiple_sibling_or_alternate	"[{""id"": ""I25.1"", ""sim"": 1.0, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I70"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch""}]"	-	multiple_sibling_or_alternate
41	loét tá tràng	390-403	K26	5	multiple_sibling_or_alternate	"[{""id"": ""K26"", ""sim"": 1.0, ""name"": ""Loét tá tràng""}, {""id"": ""K26.0"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có xuất huyết)""}, {""id"": ""K26.1"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có thủng)""}, {""id"": ""K26.2"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp, cả xuất huyết và thủng)""}, {""id"": ""K26.3"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp không có xuất huyết hay thủng)""}]"	- Nội soi (cách đây vài năm, phát hiện	multiple_sibling_or_alternate
41	loét tá tràng	435-448	K26	5	multiple_sibling_or_alternate	"[{""id"": ""K26"", ""sim"": 1.0, ""name"": ""Loét tá tràng""}, {""id"": ""K26.0"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có xuất huyết)""}, {""id"": ""K26.1"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có thủng)""}, {""id"": ""K26.2"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp, cả xuất huyết và thủng)""}, {""id"": ""K26.3"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp không có xuất huyết hay thủng)""}]"	- Nội soi (cho thấy nhiều	multiple_sibling_or_alternate
41	loét tá tràng	1314-1327	K26	5	multiple_sibling_or_alternate	"[{""id"": ""K26"", ""sim"": 1.0, ""name"": ""Loét tá tràng""}, {""id"": ""K26.0"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có xuất huyết)""}, {""id"": ""K26.1"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có thủng)""}, {""id"": ""K26.2"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp, cả xuất huyết và thủng)""}, {""id"": ""K26.3"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp không có xuất huyết hay thủng)""}]"	Diễn biến bệnh	multiple_sibling_or_alternate
41	loét tá tràng	1590-1603	K26	5	multiple_sibling_or_alternate	"[{""id"": ""K26"", ""sim"": 1.0, ""name"": ""Loét tá tràng""}, {""id"": ""K26.0"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có xuất huyết)""}, {""id"": ""K26.1"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp có thủng)""}, {""id"": ""K26.2"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp, cả xuất huyết và thủng)""}, {""id"": ""K26.3"", ""sim"": 0.92, ""name"": ""Loét tá tràng (Cấp không có xuất huyết hay thủng)""}]"	Diễn biến bệnh	multiple_sibling_or_alternate
44	chán ăn	364-371	R63.0	5	multiple_sibling_or_alternate	"[{""id"": ""R63.0"", ""sim"": 1.0, ""name"": ""Chán ăn""}, {""id"": ""F50.0"", ""sim"": 0.75, ""name"": ""Chán ăn tâm thần""}, {""id"": ""F50.1"", ""sim"": 0.75, ""name"": ""Chán ăn tâm thần không điển hình""}, {""id"": ""Y57.0"", ""sim"": 0.75, ""name"": ""Giảm ngon miệng (làm chán ăn)""}]"	-	multiple_sibling_or_alternate
46	hạ huyết áp, không đặc hiệu	213-240	I95.9	5	parent_child_alternatives	"[{""id"": ""I95.9"", ""sim"": 1.0, ""name"": ""Hạ huyết áp, không đặc hiệu""}, {""id"": ""I13.9"", ""sim"": 0.5833, ""name"": ""Bệnh tim và thận do tăng huyết áp, không đặc hiệu""}]"	- khó khăn với	parent_child_alternatives
5	bệnh tim mạch do xơ vữa động mạch	57-90	I25.1	5	multiple_sibling_or_alternate	"[{""id"": ""I25.1"", ""sim"": 1.0, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I70"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch""}]"	-	multiple_sibling_or_alternate
5	tăng lipid máu, không đặc hiệu	117-147	E78.5	5	parent_child_alternatives	"[{""id"": ""E78.5"", ""sim"": 1.0, ""name"": ""Tăng lipid máu, không đặc hiệu""}]"	-	parent_child_alternatives
5	hạ huyết áp, không đặc hiệu	647-674	I95.9	5	parent_child_alternatives	"[{""id"": ""I95.9"", ""sim"": 1.0, ""name"": ""Hạ huyết áp, không đặc hiệu""}, {""id"": ""I13.9"", ""sim"": 0.5833, ""name"": ""Bệnh tim và thận do tăng huyết áp, không đặc hiệu""}]"	-	parent_child_alternatives
50	khò khè	682-689	R29.4	5	parent_child_alternatives	"[{""id"": ""R06.2"", ""sim"": 0.75, ""name"": ""Thở khò khè""}]"	2. Bệnh sử hiện tạiBệnh nhân được bác sĩ chăm sóc ban đầu khám cách đây khoảng 1 tuần vì khó thở,	parent_child_alternatives
52	nang tụy	847-855	K86.2	5	parent_child_alternatives	"[{""id"": ""K86.2"", ""sim"": 1.0, ""name"": ""Nang tụy""}, {""id"": ""Q45.2"", ""sim"": 0.92, ""name"": ""Nang tụy bẩm sinh""}, {""id"": ""K86.3"", ""sim"": 0.7, ""name"": ""Nang giả tụy""}]"	- mrcp (chụp cộng hưởng từ mật tụy) cho thấy nhiều	parent_child_alternatives
53	bệnh tim mạch do xơ vữa động mạch	131-164	I25.1	5	multiple_sibling_or_alternate	"[{""id"": ""I25.1"", ""sim"": 1.0, ""name"": ""Bệnh tim mạch do xơ vữa động mạch""}, {""id"": ""I25.0"", ""sim"": 0.92, ""name"": ""Bệnh tim mạch do xơ vữa động mạch vành""}, {""id"": ""I70"", ""sim"": 0.92, ""name"": ""Xơ vữa động mạch""}]"	-	multiple_sibling_or_alternate
53	blốc nhĩ thất, hoàn toàn	171-195	I44.2	5	parent_child_alternatives	"[{""id"": ""I44.2"", ""sim"": 1.0, ""name"": ""Blốc nhĩ thất, hoàn toàn""}, {""id"": ""R05"", ""sim"": 0.75, ""name"": ""Ho""}]"	-	parent_child_alternatives
53	Cơn đau thắt ngực không ổn định	1048-1079	I20.0	5	parent_child_alternatives	"[{""id"": ""I20.0"", ""sim"": 1.0, ""name"": ""Cơn đau thắt ngực không ổn định""}, {""id"": ""I20"", ""sim"": 0.92, ""name"": ""Cơn đau thắt ngực""}]"	- Chuyển đến vì lo ngại	parent_child_alternatives
53	Cơn đau thắt ngực không ổn định	1174-1205	I20.0	5	parent_child_alternatives	"[{""id"": ""I20.0"", ""sim"": 1.0, ""name"": ""Cơn đau thắt ngực không ổn định""}, {""id"": ""I20"", ""sim"": 0.92, ""name"": ""Cơn đau thắt ngực""}]"	Các phát hiện chẩn đoán khác: Lo ngại	parent_child_alternatives
54	suy thận cấp	479-491	N17	5	multiple_sibling_or_alternate	"[{""id"": ""N17"", ""sim"": 1.0, ""name"": ""Suy thận cấp""}, {""id"": ""N17.0"", ""sim"": 0.92, ""name"": ""Suy thận cấp có hoại tử ống thận""}, {""id"": ""N17.1"", ""sim"": 0.92, ""name"": ""Suy thận cấp có hoại tử cấp vỏ thận""}, {""id"": ""N17.2"", ""sim"": 0.92, ""name"": ""Suy thận cấp có hoại tử tủy thận""}, {""id"": ""N17.8"", ""sim"": 0.92, ""name"": ""Suy thận cấp khác""}]"	- Nhập viện từ cơ sở điều dưỡng với	multiple_sibling_or_alternate
